"","precision","recall","fmeasure","nb_obs","num_voters","num_workers","ratio"
"164",1,0,0,0,30,30,"(0.8,1]"
"165",1,0,0,0,30,30,"(0.8,1]"
"166",1,0,0,0,30,30,"(0.8,1]"
"167",1,0,0,0,30,30,"(0.8,1]"
"168",1,0,0,0,30,30,"(0.8,1]"
"169",1,0,0,0,30,30,"(0.8,1]"
"170",1,0,0,0,30,30,"(0.8,1]"
"171",1,0,0,0,30,30,"(0.8,1]"
"172",1,0,0,0,30,30,"(0.8,1]"
"173",1,0,0,0,30,30,"(0.8,1]"
"174",1,0,0,0,30,30,"(0.8,1]"
"175",1,0,0,0,30,30,"(0.8,1]"
"176",1,0,0,0,30,30,"(0.8,1]"
"177",1,0,0,0,30,30,"(0.8,1]"
"178",1,0,0,0,30,30,"(0.8,1]"
"179",1,0,0,0,30,30,"(0.8,1]"
"180",1,0,0,0,30,30,"(0.8,1]"
"181",1,0,0,0,30,30,"(0.8,1]"
"182",1,0,0,0,30,30,"(0.8,1]"
"183",1,0,0,0,30,30,"(0.8,1]"
"184",1,0,0,0,30,30,"(0.8,1]"
"185",1,0,0,0,30,30,"(0.8,1]"
"186",1,0,0,0,30,30,"(0.8,1]"
"187",1,0,0,0,30,30,"(0.8,1]"
"188",1,0,0,0,30,30,"(0.8,1]"
"189",1,0,0,0,30,30,"(0.8,1]"
"190",1,0,0,0,30,30,"(0.8,1]"
"191",1,0,0,0,30,30,"(0.8,1]"
"192",1,0,0,0,30,30,"(0.8,1]"
"193",1,0,0,0,30,30,"(0.8,1]"
"194",1,0,0,0,30,30,"(0.8,1]"
"195",1,0,0,0,30,30,"(0.8,1]"
"196",1,0,0,0,30,30,"(0.8,1]"
"197",1,0,0,0,30,30,"(0.8,1]"
"198",1,0,0,0,30,30,"(0.8,1]"
"199",1,0,0,0,30,30,"(0.8,1]"
"200",1,0,0,0,30,30,"(0.8,1]"
"201",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"202",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"203",1,0,0,0,27,30,"(0.8,1]"
"204",1,0,0,0,27,30,"(0.8,1]"
"205",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"206",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"207",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"208",1,0,0,0,27,30,"(0.8,1]"
"209",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"210",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"211",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"212",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"213",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"214",1,0,0,0,27,30,"(0.8,1]"
"215",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"216",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"217",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"218",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"219",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"220",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"221",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"222",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"223",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"224",1,0,0,0,27,30,"(0.8,1]"
"225",1,0,0,0,27,30,"(0.8,1]"
"226",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"227",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"228",1,0,0,0,27,30,"(0.8,1]"
"229",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"230",1,0,0,0,27,30,"(0.8,1]"
"231",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"232",1,0,0,0,27,30,"(0.8,1]"
"233",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"234",1,0,0,0,27,30,"(0.8,1]"
"235",1,0,0,0,27,30,"(0.8,1]"
"236",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"237",1,0,0,0,27,30,"(0.8,1]"
"238",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"239",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"240",1,0,0,0,27,30,"(0.8,1]"
"241",1,0,0,0,27,30,"(0.8,1]"
"242",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"243",1,0,0,0,27,30,"(0.8,1]"
"244",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"245",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"246",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"247",1,0,0,0,27,30,"(0.8,1]"
"248",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"249",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"250",1,0,0,0,27,30,"(0.8,1]"
"251",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"252",1,0,0,0,27,30,"(0.8,1]"
"253",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"254",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"255",1,0,0,0,27,30,"(0.8,1]"
"256",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"257",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"258",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"259",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"260",1,0,0,0,27,30,"(0.8,1]"
"261",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"262",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"263",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"264",1,0,0,0,27,30,"(0.8,1]"
"265",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"266",1,0,0,0,27,30,"(0.8,1]"
"267",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"268",1,0,0,0,27,30,"(0.8,1]"
"269",1,0.0157894736842105,0.0310880829015544,3,27,30,"(0.8,1]"
"270",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"271",1,0,0,0,27,30,"(0.8,1]"
"272",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"273",1,0,0,0,27,30,"(0.8,1]"
"274",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"275",1,0,0,0,27,30,"(0.8,1]"
"276",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"277",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"278",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"279",1,0,0,0,27,30,"(0.8,1]"
"280",1,0,0,0,27,30,"(0.8,1]"
"281",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"282",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"283",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"284",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"285",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"286",1,0,0,0,27,30,"(0.8,1]"
"287",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"288",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"289",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"290",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"291",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"292",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"293",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"294",1,0,0,0,27,30,"(0.8,1]"
"295",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"296",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"297",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"298",1,0,0,0,27,30,"(0.8,1]"
"299",1,0,0,0,27,30,"(0.8,1]"
"300",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"301",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"302",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"303",1,0,0,0,27,30,"(0.8,1]"
"304",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"305",1,0,0,0,27,30,"(0.8,1]"
"306",1,0,0,0,27,30,"(0.8,1]"
"307",1,0,0,0,27,30,"(0.8,1]"
"308",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"309",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"310",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"311",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"312",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"313",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"314",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"315",1,0,0,0,27,30,"(0.8,1]"
"316",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"317",1,0,0,0,27,30,"(0.8,1]"
"318",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"319",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"320",1,0.0157894736842105,0.0310880829015544,3,27,30,"(0.8,1]"
"321",1,0,0,0,27,30,"(0.8,1]"
"322",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"323",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"324",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"325",1,0,0,0,27,30,"(0.8,1]"
"326",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"327",1,0,0,0,27,30,"(0.8,1]"
"328",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"329",1,0,0,0,27,30,"(0.8,1]"
"330",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"331",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"332",1,0,0,0,27,30,"(0.8,1]"
"333",1,0,0,0,27,30,"(0.8,1]"
"334",1,0,0,0,27,30,"(0.8,1]"
"335",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"336",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"337",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"338",1,0,0,0,27,30,"(0.8,1]"
"339",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"340",1,0,0,0,27,30,"(0.8,1]"
"341",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"342",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"343",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"344",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"345",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"346",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"347",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"348",1,0,0,0,27,30,"(0.8,1]"
"349",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"350",1,0,0,0,27,30,"(0.8,1]"
"351",1,0,0,0,27,30,"(0.8,1]"
"352",1,0,0,0,27,30,"(0.8,1]"
"353",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"354",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"355",1,0,0,0,27,30,"(0.8,1]"
"356",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"357",1,0,0,0,27,30,"(0.8,1]"
"358",1,0,0,0,27,30,"(0.8,1]"
"359",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"360",1,0,0,0,27,30,"(0.8,1]"
"361",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"362",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"363",1,0,0,0,27,30,"(0.8,1]"
"364",1,0,0,0,27,30,"(0.8,1]"
"365",1,0,0,0,27,30,"(0.8,1]"
"366",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"367",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"368",1,0,0,0,27,30,"(0.8,1]"
"369",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"370",1,0,0,0,27,30,"(0.8,1]"
"371",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"372",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"373",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"374",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"375",1,0,0,0,27,30,"(0.8,1]"
"376",1,0,0,0,27,30,"(0.8,1]"
"377",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"378",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"379",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"380",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"381",1,0,0,0,27,30,"(0.8,1]"
"382",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"383",1,0,0,0,27,30,"(0.8,1]"
"384",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"385",1,0,0,0,27,30,"(0.8,1]"
"386",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"387",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"388",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"389",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"390",1,0,0,0,27,30,"(0.8,1]"
"391",1,0,0,0,27,30,"(0.8,1]"
"392",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"393",1,0,0,0,27,30,"(0.8,1]"
"394",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"395",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"396",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"397",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"398",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"399",1,0.0105263157894737,0.0208333333333333,2,27,30,"(0.8,1]"
"400",1,0.00526315789473684,0.0104712041884817,1,27,30,"(0.8,1]"
"401",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"402",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"403",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"404",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"405",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"406",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"407",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"408",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"409",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"410",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"411",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"412",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"413",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"414",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"415",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"416",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"417",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"418",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"419",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"420",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"421",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"422",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"423",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"424",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"425",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"426",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"427",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"428",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"429",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"430",1,0.0368421052631579,0.0710659898477157,7,24,30,"(0.6,0.8]"
"431",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"432",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"433",1,0.00526315789473684,0.0104712041884817,1,24,30,"(0.6,0.8]"
"434",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"435",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"436",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"437",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"438",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"439",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"440",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"441",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"442",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"443",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"444",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"445",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"446",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"447",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"448",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"449",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"450",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"451",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"452",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"453",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"454",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"455",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"456",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"457",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"458",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"459",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"460",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"461",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"462",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"463",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"464",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"465",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"466",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"467",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"468",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"469",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"470",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"471",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"472",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"473",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"474",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"475",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"476",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"477",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"478",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"479",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"480",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"481",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"482",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"483",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"484",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"485",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"486",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"487",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"488",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"489",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"490",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"491",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"492",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"493",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"494",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"495",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"496",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"497",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"498",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"499",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"500",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"501",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"502",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"503",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"504",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"505",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"506",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"507",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"508",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"509",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"510",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"511",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"512",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"513",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"514",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"515",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"516",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"517",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"518",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"519",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"520",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"521",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"522",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"523",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"524",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"525",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"526",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"527",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"528",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"529",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"530",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"531",0.875,0.0368421052631579,0.0707070707070707,8,24,30,"(0.6,0.8]"
"532",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"533",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"534",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"535",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"536",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"537",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"538",1,0.0263157894736842,0.0512820512820513,5,24,30,"(0.6,0.8]"
"539",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"540",1,0.0105263157894737,0.0208333333333333,2,24,30,"(0.6,0.8]"
"541",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"542",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"543",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"544",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"545",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"546",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"547",1,0.0210526315789474,0.0412371134020619,4,24,30,"(0.6,0.8]"
"548",1,0.0315789473684211,0.0612244897959184,6,24,30,"(0.6,0.8]"
"549",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
"550",1,0.0157894736842105,0.0310880829015544,3,24,30,"(0.6,0.8]"
